NUM,YEAR,PPTIN,TMINF,TMEANF,TMAXF
30,1981,63.7,25.86,34.67,43.5
30,1982,80.89,21.63,30.55,39.48
30,1983,62.7,24.62,33.39,42.13
30,1984,74.76,23.88,32.62,41.33
30,1985,65.04,21.29,29.9,38.52
30,1986,78.62,24.89,33.53,42.2
30,1987,57.3,26.01,35.03,44.06
30,1988,63.08,25.41,34.65,43.92
30,1989,86.36,22.16,30.68,39.2
30,1990,101.61,22.91,31.68,40.44
30,1991,68.35,23.38,32.64,41.9
30,1992,65.18,24.54,33.8,43.05
30,1993,65.46,22.28,31.01,39.76
30,1994,74.67,24.05,33.35,42.68
30,1995,94.84,22.97,31.92,40.87
30,1996,91.37,20.52,29.91,39.3
30,1997,77.0,23.59,32.49,41.4
30,1998,73.48,25.47,34.74,44.0
30,1999,82.44,25.4,33.65,41.9
30,2000,60.56,24.16,32.74,41.34
30,2001,59.36,25.08,33.76,42.45
30,2002,81.67,23.17,31.89,40.58
30,2003,69.18,25.41,34.63,43.87
30,2004,72.93,25.8,34.37,42.94
30,2005,67.46,24.62,33.75,42.85
30,2006,84.67,26.04,35.51,45.01
30,2007,68.75,25.58,34.97,44.34
30,2008,71.49,23.83,33.27,42.71
30,2009,69.32,23.52,33.02,42.56
30,2010,72.25,25.49,34.42,43.29
30,2011,87.46,24.01,33.13,42.27
30,2012,100.56,26.33,35.33,44.33
30,2013,72.64,25.42,34.55,43.68
30,2014,82.02,24.82,33.79,42.75
30,2015,62.3,27.23,36.27,45.26
31,1966,138.42,23.98,32.42,40.85
31,1967,131.84,23.93,32.5,41.08
31,1968,119.04,23.25,31.36,39.44
31,1969,95.46,24.0,32.33,40.66
31,1970,145.7,23.08,31.7,40.29
31,1971,126.85,22.76,31.03,39.29
31,1972,136.0,21.86,30.24,38.62
31,1973,112.62,23.51,32.15,40.82
31,1974,166.46,23.99,32.33,40.68
31,1975,161.63,21.61,29.71,37.83
31,1976,113.7,25.33,33.62,41.89
31,1977,110.34,23.42,31.85,40.28
31,1978,96.13,23.4,31.55,39.7
31,1979,93.89,24.43,32.95,41.43
31,1980,117.14,24.86,33.38,41.92
31,1981,90.0,25.95,34.32,42.69
31,1982,115.13,21.52,30.06,38.63
31,1983,82.64,24.21,32.68,41.15
31,1984,110.63,23.21,31.8,40.36
31,1985,96.62,21.1,29.68,38.22
31,1986,114.03,24.79,33.43,42.1
31,1987,84.45,25.88,34.78,43.64
31,1988,94.01,25.22,34.06,42.83
31,1989,128.65,22.0,30.62,39.19
31,1990,143.93,22.68,31.48,40.27
31,1991,105.24,23.25,32.25,41.26
31,1992,94.81,24.67,33.58,42.46
31,1993,84.31,22.3,30.87,39.43
31,1994,104.61,24.01,33.11,42.17
31,1995,134.12,22.9,31.67,40.43
31,1996,122.08,20.61,29.66,38.71
31,1997,108.93,23.65,32.19,40.73
31,1998,93.32,25.56,34.31,43.05
31,1999,114.4,25.04,33.14,41.24
31,2000,85.65,24.08,32.42,40.8
31,2001,85.16,24.96,33.47,41.98
31,2002,122.6,23.28,31.58,39.92
31,2003,90.12,25.48,34.17,42.88
31,2004,100.7,25.68,33.87,42.04
31,2005,94.12,24.83,33.39,41.97
31,2006,108.87,25.95,34.78,43.58
31,2007,86.78,25.64,34.43,43.2
31,2008,93.09,23.68,32.49,41.35
31,2009,93.93,23.58,32.43,41.29
31,2010,94.25,25.28,33.65,42.01
31,2011,117.27,23.79,32.3,40.83
31,2012,132.66,26.02,34.53,43.03
31,2013,97.7,25.29,33.93,42.51
31,2014,105.57,24.82,33.38,41.95
31,2015,88.19,27.29,36.02,44.78
32,1966,142.45,24.64,32.58,40.5
32,1967,131.37,24.5,32.66,40.8
32,1968,143.65,23.37,31.3,39.2
32,1969,104.12,24.58,32.58,40.62
32,1970,162.01,23.68,31.75,39.81
32,1971,152.09,23.32,31.12,38.98
32,1972,150.22,22.4,30.44,38.47
32,1973,123.26,23.79,32.01,40.22
32,1974,169.54,24.34,32.21,40.0
32,1975,160.86,21.98,29.7,37.4
32,1976,119.25,25.7,33.58,41.45
32,1977,117.52,23.79,31.77,39.73
32,1978,98.15,23.92,31.64,39.34
32,1979,92.44,25.22,33.27,41.31
32,1980,119.16,25.65,33.57,41.49
32,1981,89.55,26.24,34.17,42.12
32,1982,115.55,22.23,30.21,38.17
32,1983,89.65,24.65,32.62,40.61
32,1984,112.1,23.62,31.65,39.71
32,1985,98.6,21.88,29.82,37.74
32,1986,109.64,25.38,33.4,41.43
32,1987,84.59,26.46,34.7,42.92
32,1988,91.9,25.89,34.18,42.44
32,1989,126.33,22.58,30.52,38.44
32,1990,146.33,23.29,31.38,39.47
32,1991,103.83,23.82,32.18,40.51
32,1992,91.53,25.43,33.59,41.72
32,1993,88.63,22.63,30.62,38.58
32,1994,106.67,24.79,33.09,41.39
32,1995,132.29,23.59,31.64,39.66
32,1996,128.06,21.51,29.82,38.15
32,1997,114.6,24.29,32.23,40.18
32,1998,97.4,26.21,34.3,42.42
32,1999,116.09,25.38,33.02,40.67
32,2000,87.53,24.64,32.45,40.28
32,2001,88.47,25.53,33.44,41.37
32,2002,118.34,23.82,31.62,39.4
32,2003,97.42,26.12,34.22,42.32
32,2004,102.89,26.05,33.85,41.64
32,2005,99.18,25.22,33.39,41.55
32,2006,114.03,26.39,34.75,43.1
32,2007,90.59,26.14,34.38,42.62
32,2008,100.11,24.12,32.43,40.72
32,2009,97.74,24.17,32.54,40.91
32,2010,98.12,25.67,33.62,41.58
32,2011,121.59,24.18,32.26,40.33
32,2012,141.93,26.33,34.38,42.42
32,2013,102.32,25.83,33.89,41.97
32,2014,115.09,25.42,33.41,41.42
32,2015,86.94,28.02,36.08,44.16
33,1966,77.26,27.01,35.2,43.37
33,1967,73.48,26.94,35.33,43.71
33,1968,87.3,25.97,34.13,42.31
33,1969,58.44,26.69,35.14,43.58
33,1970,93.98,26.18,34.35,42.52
33,1971,89.86,25.71,33.78,41.87
33,1972,93.16,25.02,33.16,41.29
33,1973,70.46,26.31,34.68,43.08
33,1974,98.4,26.95,34.9,42.88
33,1975,91.16,24.58,32.34,40.1
33,1976,71.23,28.1,36.12,44.17
33,1977,68.5,26.42,34.49,42.59
33,1978,61.56,26.39,34.21,42.07
33,1979,57.46,27.38,35.84,44.3
33,1980,75.01,27.92,36.02,44.14
33,1981,56.47,28.75,36.86,44.98
33,1982,73.16,24.61,32.76,40.89
33,1983,59.23,27.32,35.32,43.3
33,1984,69.73,26.02,34.33,42.65
33,1985,57.85,23.96,32.43,40.89
33,1986,61.72,27.67,35.97,44.25
33,1987,52.39,28.55,37.03,45.52
33,1988,55.92,28.13,36.74,45.36
33,1989,77.39,24.73,32.93,41.15
33,1990,85.19,25.38,33.77,42.13
33,1991,66.65,25.97,34.42,42.88
33,1992,55.11,27.55,35.79,44.08
33,1993,57.51,24.6,32.6,40.6
33,1994,62.73,26.78,35.33,43.88
33,1995,80.95,25.86,33.89,41.89
33,1996,81.04,23.84,32.17,40.5
33,1997,70.23,26.19,34.22,42.31
33,1998,63.11,28.46,36.62,44.79
33,1999,66.31,27.53,35.46,43.4
33,2000,53.37,26.75,34.84,42.91
33,2001,53.46,27.56,35.79,44.02
33,2002,72.46,26.17,34.07,41.96
33,2003,61.09,28.42,36.57,44.72
33,2004,68.09,28.26,36.15,44.04
33,2005,65.08,27.34,35.68,44.02
33,2006,70.77,28.55,37.06,45.53
33,2007,56.98,28.42,36.81,45.17
33,2008,72.74,26.33,34.68,43.04
33,2009,59.61,26.5,34.98,43.48
33,2010,61.25,28.12,36.12,44.1
33,2011,78.83,26.45,34.52,42.62
33,2012,89.67,28.77,36.83,44.89
33,2013,62.22,28.23,36.23,44.24
33,2014,76.22,27.76,35.84,43.9
33,2015,49.36,30.29,38.65,47.02
34,1966,101.24,25.72,34.72,43.72
34,1967,96.55,25.68,34.9,44.14
34,1968,89.28,25.37,33.81,42.23
34,1969,70.52,25.65,34.46,43.28
34,1970,106.38,24.75,33.89,43.03
34,1971,92.64,24.48,33.25,42.02
34,1972,97.78,23.86,32.71,41.58
34,1973,83.15,25.57,34.55,43.52
34,1974,122.6,26.13,34.78,43.45
34,1975,120.44,23.63,31.98,40.36
34,1976,83.38,27.16,35.81,44.47
34,1977,81.52,25.28,34.16,43.05
34,1978,72.85,25.23,33.78,42.37
34,1979,65.42,25.8,35.07,44.35
34,1980,87.52,26.22,35.34,44.48
34,1981,66.25,27.67,36.42,45.18
34,1982,84.82,23.14,32.15,41.14
34,1983,61.77,26.08,34.94,43.78
34,1984,82.0,24.98,33.97,42.94
34,1985,72.69,22.53,31.33,40.17
34,1986,84.88,26.32,35.34,44.4
34,1987,62.46,27.34,36.74,46.14
34,1988,69.73,26.63,36.07,45.58
34,1989,97.3,23.57,32.45,41.32
34,1990,108.19,24.4,33.51,42.62
34,1991,76.39,24.99,34.39,43.81
34,1992,71.43,26.24,35.57,44.92
34,1993,66.12,23.82,32.72,41.58
34,1994,77.76,25.66,35.21,44.75
34,1995,101.93,24.7,33.75,42.83
34,1996,92.11,22.26,31.64,41.03
34,1997,81.16,25.39,34.25,43.12
34,1998,72.67,27.32,36.52,45.76
34,1999,84.53,27.02,35.41,43.78
34,2000,63.58,25.74,34.46,43.22
34,2001,63.1,26.65,35.52,44.38
34,2002,90.61,24.99,33.62,42.28
34,2003,67.62,27.22,36.34,45.52
34,2004,75.96,27.44,36.05,44.65
34,2005,70.92,26.39,35.48,44.58
34,2006,83.44,27.83,37.18,46.55
34,2007,66.97,27.43,36.73,46.05
34,2008,71.48,25.56,34.87,44.2
34,2009,71.08,25.27,34.72,44.17
34,2010,73.05,27.24,36.02,44.81
34,2011,88.12,25.77,34.72,43.69
34,2012,99.99,28.04,36.94,45.87
34,2013,72.56,27.21,36.26,45.29
34,2014,83.17,26.63,35.59,44.51
34,2015,66.71,29.02,38.15,47.3
35,1966,79.9,24.78,33.19,41.62
35,1967,83.36,24.93,33.48,42.04
35,1968,82.63,24.05,32.3,40.54
35,1969,64.79,24.31,32.88,41.45
35,1970,88.76,23.78,32.39,41.0
35,1971,80.68,23.44,31.82,40.17
35,1972,81.33,22.53,30.95,39.41
35,1973,70.5,24.18,32.79,41.41
35,1974,99.48,24.78,33.03,41.28
35,1975,98.96,22.58,30.54,38.52
35,1976,65.17,25.94,34.12,42.29
35,1977,60.56,23.88,32.32,40.77
35,1978,65.21,23.96,32.16,40.36
35,1979,49.59,24.43,33.26,42.13
35,1980,70.88,25.17,33.59,42.01
35,1981,60.78,26.14,34.48,42.83
35,1982,65.39,21.98,30.5,39.0
35,1983,54.47,24.75,33.22,41.67
35,1984,64.11,24.12,32.53,40.89
35,1985,60.54,21.89,30.25,38.58
35,1986,71.0,25.62,33.93,42.2
35,1987,52.96,26.65,35.33,44.02
35,1988,54.43,26.02,34.82,43.6
35,1989,76.76,22.78,31.1,39.41
35,1990,86.47,23.47,31.94,40.43
35,1991,64.88,24.05,32.93,41.8
35,1992,57.3,25.12,33.99,42.87
35,1993,59.3,22.89,31.34,39.76
35,1994,62.18,24.53,33.47,42.42
35,1995,83.76,23.55,32.13,40.68
35,1996,80.53,21.24,30.1,38.95
35,1997,68.56,24.2,32.68,41.17
35,1998,62.26,25.86,34.71,43.58
35,1999,69.06,25.65,33.67,41.71
35,2000,51.81,24.38,32.79,41.21
35,2001,50.74,25.34,33.85,42.35
35,2002,71.65,23.86,32.12,40.38
35,2003,57.72,25.93,34.94,43.93
35,2004,63.81,26.25,34.67,43.09
35,2005,62.54,25.27,33.99,42.72
35,2006,69.16,26.53,35.39,44.26
35,2007,55.95,25.97,34.89,43.79
35,2008,58.93,24.14,33.14,42.14
35,2009,56.62,23.82,32.88,41.92
35,2010,65.25,25.74,34.19,42.63
35,2011,76.27,24.24,32.92,41.59
35,2012,89.55,26.48,35.11,43.72
35,2013,64.08,25.84,34.54,43.23
35,2014,70.08,25.3,33.88,42.44
35,2015,53.3,27.85,36.52,45.22
36,1966,107.83,24.66,33.11,41.54
36,1967,112.31,24.77,33.37,41.98
36,1968,108.95,23.73,32.03,40.29
36,1969,83.75,24.39,32.92,41.42
36,1970,125.54,23.73,32.27,40.83
36,1971,112.8,23.33,31.64,39.95
36,1972,110.74,22.42,30.9,39.37
36,1973,96.26,23.93,32.55,41.16
36,1974,136.55,24.62,32.84,41.04
36,1975,130.04,22.27,30.38,38.46
36,1976,90.65,25.8,33.99,42.2
36,1977,83.51,23.65,32.15,40.63
36,1978,79.07,23.92,32.11,40.29
36,1979,66.49,24.39,33.28,42.18
36,1980,89.12,25.23,33.67,42.12
36,1981,70.15,26.01,34.4,42.78
36,1982,85.38,21.93,30.41,38.85
36,1983,68.42,24.68,33.06,41.44
36,1984,80.97,23.83,32.22,40.63
36,1985,69.57,21.62,29.91,38.16
36,1986,85.67,25.22,33.5,41.78
36,1987,62.2,26.21,34.85,43.51
36,1988,68.83,25.68,34.48,43.3
36,1989,93.84,22.42,30.62,38.81
36,1990,111.32,23.18,31.55,39.92
36,1991,77.71,23.7,32.48,41.27
36,1992,69.79,25.08,33.78,42.45
36,1993,71.28,22.72,31.03,39.33
36,1994,81.28,24.47,33.31,42.12
36,1995,102.28,23.42,31.89,40.33
36,1996,100.6,21.09,29.93,38.74
36,1997,84.81,23.96,32.41,40.86
36,1998,81.76,25.76,34.57,43.37
36,1999,90.49,25.48,33.42,41.38
36,2000,66.5,24.4,32.63,40.86
36,2001,63.74,25.27,33.61,41.96
36,2002,90.74,23.58,31.88,40.21
36,2003,76.06,25.72,34.55,43.37
36,2004,79.74,26.13,34.35,42.57
36,2005,74.28,25.02,33.68,42.35
36,2006,91.14,26.39,35.27,44.16
36,2007,74.68,25.81,34.71,43.62
36,2008,76.61,24.0,33.02,42.01
36,2009,74.7,23.84,32.88,41.92
36,2010,77.99,25.58,34.08,42.62
36,2011,96.21,24.14,32.83,41.53
36,2012,111.14,26.42,34.99,43.58
36,2013,78.42,25.76,34.36,42.98
36,2014,87.9,25.26,33.74,42.2
36,2015,67.76,27.69,36.24,44.81
37,1966,104.17,24.89,33.53,42.15
37,1967,108.17,25.02,33.83,42.68
37,1968,105.91,24.08,32.5,40.92
37,1969,81.07,24.57,33.31,42.02
37,1970,121.99,23.97,32.72,41.48
37,1971,109.96,23.58,32.08,40.58
37,1972,107.71,22.73,31.35,40.0
37,1973,93.75,24.27,33.03,41.82
37,1974,132.59,24.97,33.33,41.69
37,1975,125.92,22.58,30.8,39.03
37,1976,87.85,26.02,34.39,42.77
37,1977,81.06,23.95,32.59,41.23
37,1978,76.49,24.1,32.49,40.88
37,1979,64.59,24.61,33.7,42.74
37,1980,86.76,25.38,34.02,42.64
37,1981,68.49,26.28,34.83,43.38
37,1982,82.86,22.23,30.85,39.47
37,1983,67.0,24.97,33.49,42.02
37,1984,78.81,24.15,32.68,41.24
37,1985,68.03,21.96,30.38,38.81
37,1986,83.46,25.57,34.0,42.44
37,1987,60.56,26.49,35.31,44.17
37,1988,67.14,25.92,34.91,43.92
37,1989,91.54,22.76,31.14,39.51
37,1990,108.08,23.57,32.09,40.63
37,1991,76.04,24.11,33.0,41.9
37,1992,67.79,25.42,34.28,43.11
37,1993,69.4,23.12,31.54,39.98
37,1994,78.83,24.85,33.82,42.81
37,1995,99.7,23.86,32.43,40.98
37,1996,98.34,21.51,30.42,39.33
37,1997,82.6,24.38,32.89,41.46
37,1998,79.49,26.13,35.05,43.97
37,1999,87.78,25.86,33.93,42.02
37,2000,64.47,24.69,33.1,41.52
37,2001,62.0,25.59,34.09,42.58
37,2002,88.18,23.92,32.34,40.78
37,2003,74.05,26.06,35.02,43.97
37,2004,77.56,26.43,34.8,43.17
37,2005,72.85,25.34,34.14,42.94
37,2006,88.48,26.67,35.7,44.73
37,2007,72.38,26.1,35.17,44.22
37,2008,74.5,24.29,33.43,42.56
37,2009,72.58,24.12,33.31,42.49
37,2010,76.15,25.92,34.54,43.12
37,2011,93.66,24.51,33.29,42.07
37,2012,108.13,26.76,35.45,44.13
37,2013,76.35,26.14,34.85,43.58
37,2014,85.77,25.62,34.22,42.78
37,2015,66.03,28.07,36.76,45.48
38,1966,91.31,25.61,34.54,43.49
38,1967,96.34,25.76,34.88,44.03
38,1968,94.45,25.09,33.74,42.41
38,1969,72.34,25.12,34.18,43.26
38,1970,105.93,24.67,33.78,42.85
38,1971,95.87,24.29,33.12,41.93
38,1972,94.58,23.54,32.43,41.32
38,1973,83.09,25.2,34.18,43.17
38,1974,117.8,25.89,34.48,43.07
38,1975,112.49,23.49,31.83,40.15
38,1976,76.08,26.78,35.38,43.93
38,1977,70.48,24.79,33.65,42.51
38,1978,70.16,24.73,33.39,42.02
38,1979,57.95,25.22,34.53,43.84
38,1980,78.93,25.9,34.82,43.72
38,1981,64.16,27.12,35.85,44.52
38,1982,73.59,22.94,31.88,40.82
38,1983,61.28,25.66,34.49,43.37
38,1984,71.41,25.07,33.84,42.65
38,1985,63.62,22.82,31.44,40.07
38,1986,77.22,26.49,35.2,43.88
38,1987,56.43,27.39,36.55,45.71
38,1988,60.77,26.68,35.98,45.28
38,1989,83.6,23.7,32.34,40.97
38,1990,96.95,24.47,33.33,42.16
38,1991,71.31,25.16,34.28,43.4
38,1992,61.96,26.16,35.38,44.6
38,1993,63.39,24.01,32.69,41.33
38,1994,70.38,25.59,34.91,44.26
38,1995,91.31,24.78,33.57,42.33
38,1996,89.49,22.41,31.46,40.53
38,1997,75.37,25.19,33.99,42.78
38,1998,70.72,26.86,36.1,45.33
38,1999,78.24,26.69,35.08,43.43
38,2000,57.59,25.28,34.11,42.94
38,2001,56.07,26.28,35.14,44.0
38,2002,79.59,24.78,33.39,41.99
38,2003,65.98,26.86,36.12,45.37
38,2004,70.51,27.3,35.93,44.6
38,2005,67.56,26.23,35.25,44.26
38,2006,78.47,27.52,36.72,45.92
38,2007,64.48,26.9,36.22,45.55
38,2008,65.9,25.07,34.47,43.87
38,2009,64.1,24.75,34.26,43.75
38,2010,70.31,26.73,35.54,44.34
38,2011,84.8,25.35,34.29,43.28
38,2012,98.67,27.58,36.53,45.46
38,2013,69.95,27.0,35.98,44.96
38,2014,77.95,26.44,35.27,44.11
38,2015,59.6,28.96,37.98,47.0
39,1966,82.96,23.22,31.52,39.79
39,1967,84.06,23.28,31.68,40.08
39,1968,81.31,22.39,30.61,38.84
39,1969,63.97,22.9,31.37,39.82
39,1970,87.57,22.39,30.92,39.45
39,1971,80.23,21.89,30.23,38.6
39,1972,81.5,20.78,29.16,37.48
39,1973,68.47,22.63,31.25,39.91
39,1974,96.95,23.12,31.43,39.73
39,1975,100.51,20.99,28.98,36.98
39,1976,66.2,24.62,32.78,40.94
39,1977,61.32,22.55,30.91,39.23
39,1978,65.2,22.5,30.63,38.75
39,1979,49.77,23.18,31.88,40.55
39,1980,70.69,23.96,32.29,40.62
39,1981,59.81,24.79,33.15,41.51
39,1982,68.28,20.47,28.94,37.41
39,1983,54.4,23.31,31.8,40.29
39,1984,64.45,22.75,31.1,39.45
39,1985,59.33,20.71,29.05,37.37
39,1986,69.92,24.37,32.57,40.77
39,1987,52.76,25.34,33.99,42.63
39,1988,54.51,24.51,33.3,42.08
39,1989,77.3,21.41,29.68,37.98
39,1990,87.58,22.19,30.61,39.01
39,1991,62.24,22.65,31.45,40.24
39,1992,56.82,23.92,32.65,41.41
39,1993,58.43,21.72,30.09,38.47
39,1994,62.57,23.28,32.07,40.88
39,1995,83.45,22.32,30.83,39.36
39,1996,79.78,19.97,28.8,37.65
39,1997,67.94,23.0,31.42,39.83
39,1998,62.14,24.65,33.33,42.02
39,1999,69.54,24.26,32.22,40.18
39,2000,52.81,23.17,31.47,39.75
39,2001,50.99,24.18,32.58,40.96
39,2002,71.27,22.52,30.75,38.98
39,2003,57.25,24.68,33.47,42.21
39,2004,64.39,24.88,33.13,41.38
39,2005,61.47,24.08,32.57,41.02
39,2006,68.28,25.17,33.87,42.53
39,2007,54.83,24.63,33.37,42.11
39,2008,59.0,22.73,31.62,40.49
39,2009,57.61,22.61,31.44,40.25
39,2010,64.26,24.33,32.65,40.98
39,2011,74.52,22.89,31.42,39.95
39,2012,87.7,25.1,33.62,42.12
39,2013,64.44,24.47,33.03,41.62
39,2014,70.64,23.95,32.44,40.93
39,2015,53.25,26.45,35.02,43.58
